ASX code,Company name,Security type,ISIN code
MQGKOJ,CITIWARRANTS (CGMA),CITIWARRANTS 68.2005 MQG MINI LONG EXPIRING,AU000MQGKOJ5
MQGKOM,CITIWARRANTS (CGMA),CITIWARRANTS 73.9401 MQG MINI LONG EXPIRING,AU000MQGKOM9
MQGLOA,CITIWARRANTS (CGMA),CITIWARRANTS 68.8336 MQG GSL MINI LONG,AU000MQGLOA2
MQGLOB,CITIWARRANTS (CGMA),CITIWARRANTS 76.6946 MQG GSL MINI LONG,AU000MQGLOB0
MQGLOC,CITIWARRANTS (CGMA),CITIWARRANTS 80.928 MQG GSL MINI LONG,AU000MQGLOC8
MQGLOD,CITIWARRANTS (CGMA),CITIWARRANTS 67.8527 MQG GSL MINI LONG,AU000MQGLOD6
MQGLOE,CITIWARRANTS (CGMA),CITIWARRANTS 72.2248 MQG GSL MINI LONG,AU000MQGLOE4
MQGLOF,CITIWARRANTS (CGMA),CITIWARRANTS 70.2921 MQG GSL MINI LONG,AU000MQGLOF1
MQGLOG,CITIWARRANTS (CGMA),CITIWARRANTS 73.2902 MQG GSL MINI LONG,AU000MQGLOG9
MQGMOB,CITIWARRANTS (CGMA),CITIWARRANTS 72.6687 MQG MINI LONG EXPIRING,AU000MQGMOB8
MQGQOC,CITIWARRANTS (CGMA),CITIWARRANTS 64.3337 MQG MINI LONG EXPIRING,AU000MQGQOC7
MQGQOF,CITIWARRANTS (CGMA),CITIWARRANTS 65.9747 MQG MINI LONG EXPIRING,AU000MQGQOF0
MQGQOG,CITIWARRANTS (CGMA),CITIWARRANTS 67.32 MQG MINI LONG EXPIRING,AU000MQGQOG8
MQGQOH,CITIWARRANTS (CGMA),CITIWARRANTS 69.6633 MQG MINI LONG EXPIRING,AU000MQGQOH6
MQGSO1,CITIWARRANTS (CGMA),CITIWARRANTS 44.9026 MQG SELF FUND INSTAL (S/L) 06,AU000MQGSO10
MQGSOE,CITIWARRANTS (CGMA),CITIWARRANTS 0.3249 MQG SELF FUND INSTAL 23-JUN-16,AU000MQGSOE9
MQGSOF,CITIWARRANTS (CGMA),CITIWARRANTS 29.5126 MQG SELF FUND INSTAL 23-JUN-1,AU000MQGSOF6
MQGSOG,CITIWARRANTS (CGMA),CITIWARRANTS 25.6131 MQG SELF FUND INSTAL 13-DEC-1,AU000MQGSOG4
MQGSOH,CITIWARRANTS (CGMA),CITIWARRANTS 51.3438 MQG SELF FUND INSTAL 23-JUN-2,AU000MQGSOH2
MQGWOA,CITIWARRANTS (CGMA),CITIWARRANTS 81.00 MQG CALL WARRANT 17-DEC-15,AU000MQGWOA9
MQGWOB,CITIWARRANTS (CGMA),CITIWARRANTS 86.00 MQG CALL WARRANT 17-DEC-15,AU000MQGWOB7
MQGWOC,CITIWARRANTS (CGMA),CITIWARRANTS 79.00 MQG CALL WARRANT 23-JUN-16,AU000MQGWOC5
MQGWOD,CITIWARRANTS (CGMA),CITIWARRANTS 85.00 MQG CALL WARRANT 23-JUN-16,AU000MQGWOD3
MQGXOA,CITIWARRANTS (CGMA),CITIWARRANTS 77.00 MQG BARRIER CALL WARR 23-JUN-16,AU000MQGXOA7
MQGXOB,CITIWARRANTS (CGMA),CITIWARRANTS 71.00 MQG BARRIER CALL WARR 23-JUN-16,AU000MQGXOB5
MQGXOD,CITIWARRANTS (CGMA),CITIWARRANTS 72.00 MQG BARRIER CALL WARR 17-DEC-15,AU000MQGXOD1
MSBKOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.2491 MSB MINI LONG EXPIRING,AU000MSBKOA1
MSBKOD,CITIWARRANTS (CGMA),CITIWARRANTS 1.1809 MSB MINI LONG EXPIRING,AU000MSBKOD5
MSBKOE,CITIWARRANTS (CGMA),CITIWARRANTS 1.1497 MSB MINI LONG,AU000MSBKOE3
MSBKOG,CITIWARRANTS (CGMA),CITIWARRANTS 0.9349 MSB MINI LONG,AU000MSBKOG8
MTSDOV,CITIWARRANTS (CGMA),CITIWARRANTS 0.75 MTS ROLLING INSTALMENT 15-DEC-17,AU000MTSDOV4
MTSDOZ,CITIWARRANTS (CGMA),CTW 1.20 MTS ROLLING INSTALMENT WARRANT 15-DEC-17,AU000MTSDOZ5
MTSIOI,CITIWARRANTS (CGMA),CITIWARRANTS 2.85 MTS ROLLING INSTALMENT 15-DEC-15,AU000MTSIOI0
MTSIOL,CITIWARRANTS (CGMA),CITIWARRANTS 1.25 MTS ROLLING INSTALMENT 20-MAY-16,AU000MTSIOL4
MTSIOO,CITIWARRANTS (CGMA),CTW 2.00 MTS ROLLING INSTALMENT WARRANT 15-DEC-15,AU000MTSIOO8
MTSIOV,CITIWARRANTS (CGMA),CITIWARRANTS 0.75 MTS ROLLING INSTALMENT 15-DEC-17,AU000MTSIOV3
MTSIOZ,CITIWARRANTS (CGMA),CTW 1.20 MTS ROLLING INSTALMENT WARRANT 15-DEC-17,AU000MTSIOZ4
MTSKOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.0995 MTS MINI LONG,AU000MTSKOA3
MTSKOB,CITIWARRANTS (CGMA),CITIWARRANTS 0.7251 MTS MINI LONG,AU000MTSKOB1
MTSKOC,CITIWARRANTS (CGMA),CITIWARRANTS 1.5088 MTS MINI LONG,AU000MTSKOC9
MTUKOB,CITIWARRANTS (CGMA),CITIWARRANTS 9.3723 MTU MINI LONG,AU000MTUKOB7
MTUKOC,CITIWARRANTS (CGMA),CITIWARRANTS 9.9686 MTU MINI LONG,AU000MTUKOC5
MVAJOP,CITIWARRANTS (CGMA),CITIWARRANTS 10.4259 MVA 05-MAR-20 INSTAL MINI,AU000MVAJOP7
MVWJOE,CITIWARRANTS (CGMA),CITIWARRANTS 12.0311 MVW 14-APR-20 INSTAL MINI,AU000MVWJOE5
MYOKOA,CITIWARRANTS (CGMA),CITIWARRANTS 2.2457 MYO MINI LONG,AU000MYOKOA2
MYOKOB,CITIWARRANTS (CGMA),CITIWARRANTS 2.6684 MYO MINI LONG,AU000MYOKOB0
MYRIOM,CITIWARRANTS (CGMA),CTW 0.90 MYR ROLLING INSTALMENT WARRANT 20-MAY-16,AU000MYRIOM4
MYRJOA,CITIWARRANTS (CGMA),CITIWARRANTS 0.3082 MYR 14-APR-20 INSTAL MINI,AU000MYRJOA7
MYRJOB,CITIWARRANTS (CGMA),CITIWARRANTS 0.4623 MYR 14-APR-20 INSTAL MINI,AU000MYRJOB5
MYRJOF,CITIWARRANTS (CGMA),CITIWARRANTS 0.7059 MYR 14-APR-20 INSTAL MINI,AU000MYRJOF6
MYRJOG,CITIWARRANTS (CGMA),CITIWARRANTS 0.6051 MYR 14-APR-20 INSTAL MINI,AU000MYRJOG4
MYRKOB,CITIWARRANTS (CGMA),CITIWARRANTS 0.6681 MYR MINI LONG,AU000MYRKOB3
MYRKOC,CITIWARRANTS (CGMA),CITIWARRANTS 0.9088 MYR MINI LONG EXPIRING,AU000MYRKOC1
MYRKOD,CITIWARRANTS (CGMA),CITIWARRANTS 0.4902 MYR MINI LONG,AU000MYRKOD9
MYRKOE,CITIWARRANTS (CGMA),CITIWARRANTS 0.5651 MYR MINI LONG,AU000MYRKOE7
MYRSOE,CITIWARRANTS (CGMA),CITIWARRANTS 0.8266 MYR SELF FUND INSTAL 23-JUN-16,AU000MYRSOE0
MYRSOG,CITIWARRANTS (CGMA),CITIWARRANTS 1.1357 MYR SELF FUND INSTAL 13-DEC-19,AU000MYRSOG5
NABDOV,CITIWARRANTS (CGMA),CITIWARRANTS 15.50 NAB ROLLING INSTALMNT 15-DEC-17,AU000NABDOV8
NABDOZ,CITIWARRANTS (CGMA),CTW 24.00 NAB ROLLING INSTALMENT WARRANT 15-DEC-17,AU000NABDOZ9
NABIO1,CITIWARRANTS (CGMA),CTW 18.0779 NAB ROLLING INSTALMENT WARRANT 06-MAY-,AU000NABIO14
NABIO2,CITIWARRANTS (CGMA),CTW 14.4888 NAB ROLLING INSTALMENT WARRANT 04-NOV-,AU000NABIO22
NABIOA,CITIWARRANTS (CGMA),CTW 16.9894 NAB ROLLING INSTALMENT WARRANT 21-OCT-,AU000NABIOA1
NABIOI,CITIWARRANTS (CGMA),CITIWARRANTS 28.00 NAB ROLLING INSTALMENT15-DEC-15,AU000NABIOI4
NABIOL,CITIWARRANTS (CGMA),CITIWARRANTS 32.4969 NAB ROLLING INSTALMENT 20-MAY,AU000NABIOL8
NABIOO,CITIWARRANTS (CGMA),CTW 22.50 NAB ROLLING INSTALMENT WARRANT 15-DEC-14,AU000NABIOO2
NABIOV,CITIWARRANTS (CGMA),CITIWARRANTS 14.4704 NAB ROLLING INSTALMNT 15-DEC-,AU000NABIOV7
NABIOZ,CITIWARRANTS (CGMA),CTW 22.9704 NAB ROLLING INSTALMENT WARRANT 15-DEC-,AU000NABIOZ8
NABJOC,CITIWARRANTS (CGMA),CITIWARRANTS 14.026 NAB 22-JUN-17 INSTAL MINI,AU000NABJOC5
NABJOF,CITIWARRANTS (CGMA),CITIWARRANTS 18.1636 NAB 14-APR-20 INSTAL MINI,AU000NABJOF8
NABJOG,CITIWARRANTS (CGMA),CITIWARRANTS 22.0717 NAB 14-APR-20 INSTAL MINI,AU000NABJOG6
NABJOH,CITIWARRANTS (CGMA),CITIWARRANTS 20.0852 NAB 12-DEC-17 INSTAL MINI,AU000NABJOH4
NABJOI,CITIWARRANTS (CGMA),CITIWARRANTS 14.1187 NAB 14-APR-20 INSTAL MINI,AU000NABJOI2
NABJOJ,CITIWARRANTS (CGMA),CITIWARRANTS 17.1799 NAB 31-MAY-18 INSTAL MINI,AU000NABJOJ0
NABJOM,CITIWARRANTS (CGMA),CITIWARRANTS 16.5333 NAB 20-JAN-21 INSTAL MINI,AU000NABJOM4
NABJOT,CITIWARRANTS (CGMA),CITIWARRANTS 24.1294 NAB 14-APR-20 INSTAL EXPIRING,AU000NABJOT9
NABJOU,CITIWARRANTS (CGMA),CITIWARRANTS 20.6363 NAB 14-APR-20 INSTAL MINI,AU000NABJOU7
NABKOA,CITIWARRANTS (CGMA),CITIWARRANTS 22.7136 NAB MINI LONG,AU000NABKOA7
NABKOB,CITIWARRANTS (CGMA),CITIWARRANTS 25.8081 NAB MINI LONG EXPIRING,AU000NABKOB5
NABKOC,CITIWARRANTS (CGMA),CITIWARRANTS 26.1881 NAB MINI LONG EXPIRING,AU000NABKOC3
NABKOE,CITIWARRANTS (CGMA),CITIWARRANTS 25.3617 NAB MINI LONG EXPIRING,AU000NABKOE9
NABKOF,CITIWARRANTS (CGMA),CITIWARRANTS 28.2269 NAB MINI LONG EXPIRING,AU000NABKOF6
NABKOG,CITIWARRANTS (CGMA),CITIWARRANTS 25.3347 NAB MINI LONG,AU000NABKOG4
NABKOH,CITIWARRANTS (CGMA),CITIWARRANTS 24.5746 NAB MINI LONG,AU000NABKOH2
NABKOI,CITIWARRANTS (CGMA),CITIWARRANTS 20.7615 NAB MINI LONG,AU000NABKOI0
NABKOK,CITIWARRANTS (CGMA),CITIWARRANTS 23.087 NAB MINI LONG,AU000NABKOK6
NABLOA,CITIWARRANTS (CGMA),CITIWARRANTS 27.563 NAB GSL MINI LONG,AU000NABLOA5
NABLOC,CITIWARRANTS (CGMA),CITIWARRANTS 28.1558 NAB GSL MINI LONG,AU000NABLOC1
NABLOD,CITIWARRANTS (CGMA),CITIWARRANTS 26.60 NAB GSL MINI LONG,AU000NABLOD9
NABLOE,CITIWARRANTS (CGMA),CITIWARRANTS 25.2535 NAB GSL MINI LONG,AU000NABLOE7
NABLOF,CITIWARRANTS (CGMA),CITIWARRANTS 24.5638 NAB GSL MINI LONG,AU000NABLOF4
NABLOG,CITIWARRANTS (CGMA),CITIWARRANTS 23.0943 NAB GSL MINI LONG,AU000NABLOG2
NABLOI,CITIWARRANTS (CGMA),CITIWARRANTS 26.062 NAB GSL MINI LONG,AU000NABLOI8
NABQOF,CITIWARRANTS (CGMA),CITIWARRANTS 23.8293 NAB MINI LONG,AU000NABQOF3
NABQOG,CITIWARRANTS (CGMA),CITIWARRANTS 26.5443 NAB MINI LONG EXPIRING,AU000NABQOG1
NABSO1,CITIWARRANTS (CGMA),CITIWARRANTS 16.0008 NAB SELF FUND INSTAL (S/L) 06,AU000NABSO12
NABSOB,CITIWARRANTS (CGMA),CITIWARRANTS 30.7763 NAB SELF FUND INSTAL 24-JUN-1,AU000NABSOB8
NABSOC,CITIWARRANTS (CGMA),CITIWARRANTS 23.51 NAB SELF FUND INSTAL 04-MAR-16,AU000NABSOC6
NABSOE,CITIWARRANTS (CGMA),CITIWARRANTS 4.0108 NAB SELF FUND INSTAL 23-JUN-1,AU000NABSOE2
NABSOF,CITIWARRANTS (CGMA),CITIWARRANTS 7.3808 NAB SELF FUND INSTAL 23-JUN-1,AU000NABSOF9
NABSOG,CITIWARRANTS (CGMA),CITIWARRANTS 14.5312 NAB SELF FUND INSTAL 13-DEC-1,AU000NABSOG7
NABSOH,CITIWARRANTS (CGMA),CITIWARRANTS 14.9545 NAB SELF FUND INSTAL 23-JUN-2,AU000NABSOH5
NABWOA,CITIWARRANTS (CGMA),CITIWARRANTS 32.50 NAB CALL WARRANT 17-DEC-15,AU000NABWOA2
NABWOB,CITIWARRANTS (CGMA),CITIWARRANTS 34.50 NAB CALL WARRANT 17-DEC-15,AU000NABWOB0
NABWOC,CITIWARRANTS (CGMA),CITIWARRANTS 28.00 NAB CALL WARRANT 23-JUN-16,AU000NABWOC8
NABWOD,CITIWARRANTS (CGMA),CITIWARRANTS 29.8882 NAB CALL WARRANT 23-JUN-16,AU000NABWOD6
NABXOA,CITIWARRANTS (CGMA),CITIWARRANTS 27.00 NAB BARRIER CALL WARR 23-JUN-16,AU000NABXOA0
NABXOB,CITIWARRANTS (CGMA),CITIWARRANTS 25.00 NAB BARRIER CALL WARR 23-JUN-16,AU000NABXOB8
NCMDOV,CITIWARRANTS (CGMA),CITIWARRANTS 6.25 NCM ROLLING INSTALMENT 15-DEC-17,AU000NCMDOV1
NCMDOZ,CITIWARRANTS (CGMA),CTW 9.50 NCM ROLLING INSTALMENT WARRANT 15-DEC-17,AU000NCMDOZ2
NCMIO1,CITIWARRANTS (CGMA),CTW 7.00 NCM ROLLING INSTALMENT WARRANT 06-MAY-16,AU000NCMIO19
NCMIOI,CITIWARRANTS (CGMA),CITIWARRANTS 8.00 NCM ROLLING INSTALMENT 15-DEC-15,AU000NCMIOI7
NCMIOM,CITIWARRANTS (CGMA),CTW 9.50 NCM ROLLING INSTALMENT WARRANT 20-MAY-16,AU000NCMIOM9
NCMIOO,CITIWARRANTS (CGMA),CTW 6.00 NCM ROLLING INSTALMENT WARRANT 15-DEC-15,AU000NCMIOO5
NCMIOV,CITIWARRANTS (CGMA),CITIWARRANTS 6.25 NCM ROLLING INSTALMENT 15-DEC-17,AU000NCMIOV0
NCMIOZ,CITIWARRANTS (CGMA),CTW 9.50 NCM ROLLING INSTALMENT WARRANT 15-DEC-17,AU000NCMIOZ1
NCMJOE,CITIWARRANTS (CGMA),CITIWARRANTS 4.4871 NCM 14-APR-20 INSTAL MINI,AU000NCMJOE4
NCMJOF,CITIWARRANTS (CGMA),CITIWARRANTS 6.0497 NCM 14-APR-20 INSTAL MINI,AU000NCMJOF1
NCMJOP,CITIWARRANTS (CGMA),CITIWARRANTS 5.8904 NCM 30-MAY-19 INSTAL MINI,AU000NCMJOP0
NCMJOQ,CITIWARRANTS (CGMA),CITIWARRANTS 8.2575 NCM 30-MAY-19 INSTAL MINI,AU000NCMJOQ8
NCMKOA,CITIWARRANTS (CGMA),CITIWARRANTS 11.5957 NCM MINI LONG,AU000NCMKOA0
NCMKOB,CITIWARRANTS (CGMA),CITIWARRANTS 12.8636 NCM MINI LONG,AU000NCMKOB8
NCMKOC,CITIWARRANTS (CGMA),CITIWARRANTS 10.2612 NCM MINI LONG,AU000NCMKOC6
NCMKOF,CITIWARRANTS (CGMA),CITIWARRANTS 12.4965 NCM MINI LONG,AU000NCMKOF9
NCMKOG,CITIWARRANTS (CGMA),CITIWARRANTS 11.6972 NCM MINI LONG EXPIRING,AU000NCMKOG7
NCMKOH,CITIWARRANTS (CGMA),CITIWARRANTS 7.918 NCM MINI LONG,AU000NCMKOH5
NCMKOJ,CITIWARRANTS (CGMA),CITIWARRANTS 11.0641 NCM MINI LONG,AU000NCMKOJ1
NCMKOK,CITIWARRANTS (CGMA),CITIWARRANTS 9.4115 NCM MINI LONG,AU000NCMKOK9
NCMLOA,CITIWARRANTS (CGMA),CITIWARRANTS 14.15 NCM GSL MINI LONG,AU000NCMLOA8
NCMLOB,CITIWARRANTS (CGMA),CITIWARRANTS 13.75 NCM GSL MINI LONG,AU000NCMLOB6
NCMLOC,CITIWARRANTS (CGMA),CITIWARRANTS 12.5989 NCM GSL MINI LONG,AU000NCMLOC4
NCMLOE,CITIWARRANTS (CGMA),CITIWARRANTS 13.35 NCM GSL MINI LONG,AU000NCMLOE0
NCMLON,CITIWARRANTS (CGMA),CITIWARRANTS 12.15 NCM GSL MINI LONG,AU000NCMLON1
NCMSOE,CITIWARRANTS (CGMA),CITIWARRANTS 23.1215 NCM SELF FUND INSTAL 23-JUN-1,AU000NCMSOE5
NCMWOA,CITIWARRANTS (CGMA),CITIWARRANTS 11.50 NCM CALL WARRANT 17-DEC-15,AU000NCMWOA5
NCMWOB,CITIWARRANTS (CGMA),CITIWARRANTS 12.50 NCM CALL WARRANT 17-DEC-15,AU000NCMWOB3
NDXKOA,CITIWARRANTS (CGMA),CITIWARRANTS 4003.1243 NDX FUTURES INDEX EXPIRING,AU000NDXKOA5
NDXKOB,CITIWARRANTS (CGMA),CITIWARRANTS 4238.4696 NDX FUTURES INDEX EXPIRING,AU000NDXKOB3
NDXKOC,CITIWARRANTS (CGMA),CITIWARRANTS 4307.0468 NDX FUTURES INDEX EXPIRING,AU000NDXKOC1
NDXKOD,CITIWARRANTS (CGMA),CITIWARRANTS 3856.6509 NDX FUTURES INDEX EXPIRING,AU000NDXKOD9
NDXKOE,CITIWARRANTS (CGMA),CITIWARRANTS 3949.5942 NDX FUTURES INDEX MINI L,AU000NDXKOE7
NDXKOI,CITIWARRANTS (CGMA),CITIWARRANTS 4285.3395 NDX FUT IND MINI L EXPIRING,AU000NDXKOI8
NECKOA,CITIWARRANTS (CGMA),CITIWARRANTS 0.9036 NEC MINI LONG,AU000NECKOA7
NECKOD,CITIWARRANTS (CGMA),CITIWARRANTS 0.7157 NEC MINI LONG,AU000NECKOD1
NECQOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.1925 NEC MINI LONG,AU000NECQOA4
NI2KOA,CITIWARRANTS (CGMA),CITIWARRANTS 16166.5915 NI2 FUTURES INDEX MINI L,AU000NI2KOA2
NI2KOB,CITIWARRANTS (CGMA),CITIWARRANTS 15881.1141 NI2 FUTURES INDEX MINI L,AU000NI2KOB0
NI2KOD,CITIWARRANTS (CGMA),CITIWARRANTS 15793.5292 NI2 FUTURES INDEX EXPIRING,AU000NI2KOD6
NI2KOE,CITIWARRANTS (CGMA),CITIWARRANTS 17747.7261 NI2 FUTURES INDEX EXPIRING,AU000NI2KOE4
NI2KOF,CITIWARRANTS (CGMA),CITIWARRANTS 13720.7917 NI2 FUTURES INDEX MINI L,AU000NI2KOF1
NI2KOI,CITIWARRANTS (CGMA),CITIWARRANTS 17509.3542 NI2 FUTURES INDEX EXPIRING,AU000NI2KOI5
NSRJOE,CITIWARRANTS (CGMA),CITIWARRANTS 1.0492 NSR 14-APR-20 INSTAL MINI,AU000NSRJOE9
NSRJOF,CITIWARRANTS (CGMA),CITIWARRANTS 0.8222 NSR 14-APR-20 INSTAL MINI,AU000NSRJOF6
NSTKOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.5411 NST MINI LONG,AU000NSTKOA1
NSTKOC,CITIWARRANTS (CGMA),CITIWARRANTS 0.3204 NST MINI LONG,AU000NSTKOC7
NSTKOD,CITIWARRANTS (CGMA),CITIWARRANTS 1.2589 NST MINI LONG,AU000NSTKOD5
NUFKOA,CITIWARRANTS (CGMA),CITIWARRANTS 6.6078 NUF MINI LONG EXPIRING,AU000NUFKOA6
NUFKOC,CITIWARRANTS (CGMA),CITIWARRANTS 5.9411 NUF MINI LONG EXPIRING,AU000NUFKOC2
NVTKOA,CITIWARRANTS (CGMA),CITIWARRANTS 3.3449 NVT MINI LONG,AU000NVTKOA5
NVTKOB,CITIWARRANTS (CGMA),CITIWARRANTS 3.7814 NVT MINI LONG,AU000NVTKOB3
NXTKOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.2148 NXT MINI LONG,AU000NXTKOA1
OFXKOC,CITIWARRANTS (CGMA),CITIWARRANTS 1.298 OFX MINI LONG,AU000OFXKOC4
OFXKOD,CITIWARRANTS (CGMA),CITIWARRANTS 2.2463 OFX MINI LONG,AU000OFXKOD2
OFXKOE,CITIWARRANTS (CGMA),CITIWARRANTS 1.6058 OFX MINI LONG,AU000OFXKOE0
ORAKOA,CITIWARRANTS (CGMA),CITIWARRANTS 1.7968 ORA MINI LONG,AU000ORAKOA1
ORAKOB,CITIWARRANTS (CGMA),CITIWARRANTS 1.4518 ORA MINI LONG,AU000ORAKOB9
ORGDOV,CITIWARRANTS (CGMA),CTW 2.75 ORG ROLLING INSTALMENT WARRANT 15-DEC-17,AU000ORGDOV9
ORGIOA,CITIWARRANTS (CGMA),CTW 3.50 ORG ROLLING INSTALMENT WARRANT 21-OCT-16,AU000ORGIOA2
ORGIOO,CITIWARRANTS (CGMA),CTW 8.75 ORG ROLLING INSTALMENT WARRANT 15-DEC-15,AU000ORGIOO3
ORGIOV,CITIWARRANTS (CGMA),CTW 2.75 ORG ROLLING INSTALMENT WARRANT 15-DEC-17,AU000ORGIOV8
ORGJOF,CITIWARRANTS (CGMA),CITIWARRANTS 2.5212 ORG 14-APR-20 INSTAL MINI,AU000ORGJOF9
ORGJOG,CITIWARRANTS (CGMA),CITIWARRANTS 3.0254 ORG 14-APR-20 INSTAL MINI,AU000ORGJOG7
ORGJOI,CITIWARRANTS (CGMA),CITIWARRANTS 3.3182 ORG 14-APR-20 INSTAL EXPIRING,AU000ORGJOI3
ORGJOM,CITIWARRANTS (CGMA),CITIWARRANTS 2.004 ORG 20-JAN-21 INSTAL MINI,AU000ORGJOM5
ORGJOT,CITIWARRANTS (CGMA),CITIWARRANTS 3.7762 ORG 14-APR-20 INSTAL EXPIRING,AU000ORGJOT0
ORGKOA,CITIWARRANTS (CGMA),CITIWARRANTS 4.1509 ORG MINI LONG EXPIRING,AU000ORGKOA8
ORGKOB,CITIWARRANTS (CGMA),CITIWARRANTS 3.1411 ORG MINI LONG EXPIRING,AU000ORGKOB6
ORGKOE,CITIWARRANTS (CGMA),CITIWARRANTS 3.6188 ORG MINI LONG EXPIRING,AU000ORGKOE0
ORGSO2,CITIWARRANTS (CGMA),CITIWARRANTS 3.7762 ORG SELF FUND INSTAL EXPIRING,AU000ORGSO25
ORGSO3,CITIWARRANTS (CGMA),CITIWARRANTS 2.5212 ORG SELF FUND INSTAL (S/L) 14-,AU000ORGSO33
ORGSO4,CITIWARRANTS (CGMA),CITIWARRANTS 2.004 ORG SELF FUND INSTAL (S/L) 20-,AU000ORGSO41
ORGSOE,CITIWARRANTS (CGMA),CITIWARRANTS 7.2924 ORG SELF FUND INSTAL 23-JUN-16,AU000ORGSOE3
ORIDOV,CITIWARRANTS (CGMA),CTW 9.00 ORI ROLLING INSTALMENT WARRANT 15-DEC-17,AU000ORIDOV5
ORIIOL,CITIWARRANTS (CGMA),CITIWARRANTS 10.00 ORI ROLLING INSTALMENT 20-MAY-1,AU000ORIIOL5
ORIIOO,CITIWARRANTS (CGMA),CTW 12.60 ORI ROLLING INSTALMENT WARRANT 15-DEC-15,AU000ORIIOO9
ORIIOV,CITIWARRANTS (CGMA),CTW 9.00 ORI ROLLING INSTALMENT WARRANT 15-DEC-17,AU000ORIIOV4
ORIJOA,CITIWARRANTS (CGMA),CITIWARRANTS 10.1052 ORI 14-APR-20 INSTAL MINI,AU000ORIJOA6
ORIJOF,CITIWARRANTS (CGMA),CITIWARRANTS 8.0678 ORI 14-APR-20 INSTAL MINI,AU000ORIJOF5
ORIJOJ,CITIWARRANTS (CGMA),CITIWARRANTS 11.8601 ORI 31-MAY-18 INSTAL EXPIRING,AU000ORIJOJ7
ORIJOM,CITIWARRANTS (CGMA),CITIWARRANTS 11.0222 ORI 20-JAN-21 INSTAL MINI,AU000ORIJOM1
ORIJOT,CITIWARRANTS (CGMA),CITIWARRANTS 12.3214 ORI 14-APR-20 INSTAL EXPIRING,AU000ORIJOT6
ORIKOB,CITIWARRANTS (CGMA),CITIWARRANTS 12.4583 ORI MINI LONG EXPIRING,AU000ORIKOB2
ORIKOC,CITIWARRANTS (CGMA),CITIWARRANTS 11.4369 ORI MINI LONG EXPIRING,AU000ORIKOC0
ORIKOD,CITIWARRANTS (CGMA),CITIWARRANTS 13.9692 ORI MINI LONG EXPIRING,AU000ORIKOD8
ORIKOE,CITIWARRANTS (CGMA),CITIWARRANTS 12.0979 ORI MINI LONG EXPIRING,AU000ORIKOE6
ORIKOF,CITIWARRANTS (CGMA),CITIWARRANTS 13.372 ORI MINI LONG EXPIRING,AU000ORIKOF3
ORISOE,CITIWARRANTS (CGMA),CITIWARRANTS 13.1321 ORI SELF FUND INSTAL 23-JUN-1,AU000ORISOE9
OSHDOV,CITIWARRANTS (CGMA),CTW 4.50 OSH ROLLING INSTALMENT WARRANT 15-DEC-17,AU000OSHDOV5
OSHIOO,CITIWARRANTS (CGMA),CTW 5.30 OSH ROLLING INSTALMENT WARRANT 15-DEC-15,AU000OSHIOO9
OSHIOV,CITIWARRANTS (CGMA),CTW 4.50 OSH ROLLING INSTALMENT WARRANT 15-DEC-17,AU000OSHIOV4
OSHJOA,CITIWARRANTS (CGMA),CITIWARRANTS 5.1226 OSH 14-APR-20 INSTAL EXPIRING,AU000OSHJOA6
OSHJOE,CITIWARRANTS (CGMA),CITIWARRANTS 5.2789 OSH 14-APR-20 INSTAL EXPIRING,AU000OSHJOE8
OSHJOF,CITIWARRANTS (CGMA),CITIWARRANTS 4.0339 OSH 14-APR-20 INSTAL MINI,AU000OSHJOF5
OSHJOT,CITIWARRANTS (CGMA),CITIWARRANTS 3.2966 OSH 14-APR-20 INSTAL MINI,AU000OSHJOT6
OSHKOA,CITIWARRANTS (CGMA),CITIWARRANTS 6.5127 OSH MINI LONG EXPIRING,AU000OSHKOA4
OSHKOB,CITIWARRANTS (CGMA),CITIWARRANTS 4.6957 OSH MINI LONG,AU000OSHKOB2
OSHKOC,CITIWARRANTS (CGMA),CITIWARRANTS 7.3521 OSH MINI LONG EXPIRING,AU000OSHKOC0
OSHKOD,CITIWARRANTS (CGMA),CITIWARRANTS 5.4602 OSH MINI LONG EXPIRING,AU000OSHKOD8
OSHQOB,CITIWARRANTS (CGMA),CITIWARRANTS 5.068 OSH MINI LONG,AU000OSHQOB9
OZFJOM,CITIWARRANTS (CGMA),CITIWARRANTS 12.307 OZF 30-MAY-19 INSTAL MINI,AU000OZFJOM0
OZLDOV,CITIWARRANTS (CGMA),CITIWARRANTS 2.50 OZL ROLLING INSTALMENT 15-DEC-17,AU000OZLDOV2
OZLDOZ,CITIWARRANTS (CGMA),CTW 3.75 OZL ROLLING INSTALMENT WARRANT 15-DEC-17,AU000OZLDOZ3
OZLIOI,CITIWARRANTS (CGMA),CITIWARRANTS 3.00 OZL ROLLING INSTALMENT 15-DEC-15,AU000OZLIOI8
OZLIOO,CITIWARRANTS (CGMA),CTW 2.15 OZL ROLLING INSTALMENT WARRANT 15-DEC-15,AU000OZLIOO6
OZLIOV,CITIWARRANTS (CGMA),CITIWARRANTS 2.50 OZL ROLLING INSTALMENT 15-DEC-17,AU000OZLIOV1
